Grantee Name,Grant Number,Program Name,City,State,ZIP Code,County,Congressional District,Award Fiscal Year,Award Funding
"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",H8ECS38345,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Newark,NJ,07107-3001,Essex,NJ-10,2020,"$111,049.00"
"Rutherford County Primary Care Clinic, Inc.",H8CCS35303,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Murfreesboro,TN,37129-3140,Rutherford,TN-04,2020,"$63,794.00"
"Rutherford County Primary Care Clinic, Inc.",H8DCS36190,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Murfreesboro,TN,37129-3140,Rutherford,TN-04,2020,"$758,090.00"
"Rutherford County Primary Care Clinic, Inc.",H8ECS38807,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Murfreesboro,TN,37129-3140,Rutherford,TN-04,2020,"$261,409.00"
Sac Health System,H8CCS34048,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),San Bernardino,CA,92408-0118,San Bernardino,CA-31,2020,"$70,706.00"
Sac Health System,H8DCS35726,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",San Bernardino,CA,92408-0118,San Bernardino,CA-31,2020,"$1,024,055.00"
Sac Health System,H8ECS38036,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),San Bernardino,CA,92408-0118,San Bernardino,CA-31,2020,"$640,264.00"
SACOPEE VALLEY HEALTH CENTER,H8CCS34374,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Porter,ME,04068-3527,Oxford,ME-02,2020,"$56,681.00"
SACOPEE VALLEY HEALTH CENTER,H8DCS36297,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Porter,ME,04068-3527,Oxford,ME-02,2020,"$631,175.00"
SACOPEE VALLEY HEALTH CENTER,H8ECS38456,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Porter,ME,04068-3527,Oxford,ME-02,2020,"$182,794.00"
"Sacramento, County Of",H8CCS34058,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Sacramento,CA,95820-1527,Sacramento,CA-06,2020,"$62,151.00"
"Sacramento, County Of",H8DCS35553,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Sacramento,CA,95820-1527,Sacramento,CA-06,2020,"$723,200.00"
"Sacramento, County Of",H8ECS38896,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Sacramento,CA,95820-1527,Sacramento,CA-06,2020,"$261,424.00"
Sadler Health Center Corporation,H8CCS35211,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Carlisle,PA,17013-2421,Cumberland,PA-10,2020,"$57,934.00"
Sadler Health Center Corporation,H8DCS36653,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Carlisle,PA,17013-2421,Cumberland,PA-10,2020,"$680,150.00"
Sadler Health Center Corporation,H8ECS38326,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Carlisle,PA,17013-2421,Cumberland,PA-10,2020,"$242,524.00"
SAINT CROIX REGIONAL FAMILY HEALTH CENTER,H8CCS34376,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Princeton,ME,04668-3344,Washington,ME-02,2020,"$53,133.00"
SAINT CROIX REGIONAL FAMILY HEALTH CENTER,H8DCS36315,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Princeton,ME,04668-3344,Washington,ME-02,2020,"$562,220.00"
SAINT CROIX REGIONAL FAMILY HEALTH CENTER,H8ECS38091,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Princeton,ME,04668-3344,Washington,ME-02,2020,"$146,974.00"
SAINT HOPE FOUNDATION,H8CCS35317,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Houston,TX,77036-3338,Harris,TX-07,2020,"$69,235.00"
SAINT HOPE FOUNDATION,H8DCS36434,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Houston,TX,77036-3338,Harris,TX-07,2020,"$886,700.00"
SAINT HOPE FOUNDATION,H8ECS37742,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Houston,TX,77036-3338,Harris,TX-07,2020,"$414,454.00"
"Saint James Health, Inc.",H8CCS35091,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Newark,NJ,07105-1815,Essex,NJ-08,2020,"$52,674.00"
"Saint James Health, Inc.",H8DCS36510,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Newark,NJ,07105-1815,Essex,NJ-08,2020,"$546,695.00"
"Saint James Health, Inc.",H8ECS38910,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Newark,NJ,07105-1815,Essex,NJ-08,2020,"$135,349.00"
SAINT JOSEPHS MERCY CARE SVCS,H8CCS34600,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Atlanta,GA,30312-1848,Fulton,GA-05,2020,"$85,294.00"
SAINT JOSEPHS MERCY CARE SVCS,H8DCS36133,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Atlanta,GA,30312-1848,Fulton,GA-05,2020,"$1,053,440.00"
SAINT JOSEPHS MERCY CARE SVCS,H8ECS38061,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Atlanta,GA,30312-1848,Fulton,GA-05,2020,"$334,549.00"
Salina Health Education Foundation,H8CCS34850,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Salina,KS,67401-7408,Saline,KS-01,2020,"$60,447.00"
Salina Health Education Foundation,H8DCS36172,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Salina,KS,67401-7408,Saline,KS-01,2020,"$716,165.00"
Salina Health Education Foundation,H8ECS38244,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Salina,KS,67401-7408,Saline,KS-01,2020,"$260,344.00"
SALUD INTEGRAL EN LA MONTANA INC,H8CCS34786,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Naranjito,PR,719,Naranjito,PR-98,2020,"$86,645.00"
SALUD INTEGRAL EN LA MONTANA INC,H8DCS36543,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Naranjito,PR,719,Naranjito,PR-98,2020,"$1,425,245.00"
SALUD INTEGRAL EN LA MONTANA INC,H8ECS38268,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Naranjito,PR,719,Naranjito,PR-98,2020,"$1,014,904.00"
SALUD PARA LA GENTE,H8CCS34207,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Watsonville,CA,95076-2059,Santa Cruz,CA-20,2020,"$73,588.00"
SALUD PARA LA GENTE,H8DCS35546,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Watsonville,CA,95076-2059,Santa Cruz,CA-20,2020,"$1,026,020.00"
SALUD PARA LA GENTE,H8ECS38286,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Watsonville,CA,95076-2059,Santa Cruz,CA-20,2020,"$518,914.00"
SAMUEL DIXON FAMILY HEALTH CEN,H8CCS34473,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Valencia,CA,91355-4794,Los Angeles,CA-25,2020,"$56,934.00"
SAMUEL DIXON FAMILY HEALTH CEN,H8DCS35765,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Valencia,CA,91355-4794,Los Angeles,CA-25,2020,"$626,825.00"
SAMUEL DIXON FAMILY HEALTH CEN,H8ECS38705,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Valencia,CA,91355-4794,Los Angeles,CA-25,2020,"$171,394.00"
"SAMUEL U RODGERS HEALTH CENTER, INC.",H8CCS34716,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Kansas City,MO,64124-2323,Jackson,MO-05,2020,"$82,066.00"
"SAMUEL U RODGERS HEALTH CENTER, INC.",H8DCS35950,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Kansas City,MO,64124-2323,Jackson,MO-05,2020,"$1,100,720.00"
"SAMUEL U RODGERS HEALTH CENTER, INC.",H8ECS38200,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Kansas City,MO,64124-2323,Jackson,MO-05,2020,"$450,874.00"
San Benito Health Foundation,H8CCS34471,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Hollister,CA,95023-3361,San Benito,CA-20,2020,"$62,865.00"
San Benito Health Foundation,H8DCS35647,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Hollister,CA,95023-3361,San Benito,CA-20,2020,"$699,095.00"
San Benito Health Foundation,H8ECS39007,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Hollister,CA,95023-3361,San Benito,CA-20,2020,"$161,389.00"
"SAN BERNARDINO, COUNTY OF",H8CCS34106,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),San Bernardino,CA,92415-0003,San Bernardino,CA-31,2020,"$64,331.00"
"SAN BERNARDINO, COUNTY OF",H8DCS35641,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",San Bernardino,CA,92415-0003,San Bernardino,CA-31,2020,"$755,915.00"
"SAN BERNARDINO, COUNTY OF",H8ECS38028,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),San Bernardino,CA,92415-0003,San Bernardino,CA-31,2020,"$257,149.00"
SAN DIEGO AMERICAN INDIAN HEALTH CENTER INC,H8CCS34063,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),San Diego,CA,92103-6558,San Diego,CA-53,2020,"$55,573.00"
SAN DIEGO AMERICAN INDIAN HEALTH CENTER INC,H8DCS35737,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",San Diego,CA,92103-6558,San Diego,CA-53,2020,"$601,940.00"
SAN DIEGO AMERICAN INDIAN HEALTH CENTER INC,H8ECS38539,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),San Diego,CA,92103-6558,San Diego,CA-53,2020,"$158,614.00"
San Diego Family Care,H8CCS34496,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),San Diego,CA,92111-6342,San Diego,CA-53,2020,"$73,527.00"
San Diego Family Care,H8DCS35645,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",San Diego,CA,92111-6342,San Diego,CA-53,2020,"$1,025,135.00"
San Diego Family Care,H8ECS38824,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),San Diego,CA,92111-6342,San Diego,CA-53,2020,"$510,094.00"
San Fernando Community Hospital,H8CCS34025,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),San Fernando,CA,91340-4237,Los Angeles,CA-29,2020,"$55,975.00"
San Fernando Community Hospital,H8DCS35789,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",San Fernando,CA,91340-4237,Los Angeles,CA-29,2020,"$619,580.00"
San Fernando Community Hospital,H8ECS37987,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),San Fernando,CA,91340-4237,Los Angeles,CA-29,2020,"$205,114.00"
San Francisco Community Clinic Consortium,H8CCS34252,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),San Francisco,CA,94133-1231,San Francisco,CA-12,2020,"$69,675.00"
San Francisco Community Clinic Consortium,H8DCS35520,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",San Francisco,CA,94133-1231,San Francisco,CA-12,2020,"$892,400.00"
San Francisco Community Clinic Consortium,H8ECS39001,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),San Francisco,CA,94133-1231,San Francisco,CA-12,2020,"$428,614.00"
"San Francisco Medical Center Outpatient Improvement Programs, Incorporated",H8CCS34092,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),San Francisco,CA,94103-4003,San Francisco,CA-12,2020,"$55,423.00"
"San Francisco Medical Center Outpatient Improvement Programs, Incorporated",H8DCS35567,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",San Francisco,CA,94103-4003,San Francisco,CA-12,2020,"$600,920.00"
"San Francisco Medical Center Outpatient Improvement Programs, Incorporated",H8ECS38045,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),San Francisco,CA,94103-4003,San Francisco,CA-12,2020,"$161,149.00"
"SAN JOSE FOOTHILL FAMILY COMMUNITY CLINIC, INC",H8CCS34031,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),San Jose,CA,95127-3942,Santa Clara,CA-19,2020,"$100,799.00"
"SAN JOSE FOOTHILL FAMILY COMMUNITY CLINIC, INC",H8DCS35628,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",San Jose,CA,95127-3942,Santa Clara,CA-19,2020,"$1,675,370.00"
"SAN JOSE FOOTHILL FAMILY COMMUNITY CLINIC, INC",H8ECS38295,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),San Jose,CA,95127-3942,Santa Clara,CA-19,2020,"$1,044,604.00"
"San Mateo, County Of",H8CCS34044,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),San Mateo,CA,94403-4361,San Mateo,CA-14,2020,"$57,581.00"
"San Mateo, County Of",H8DCS35511,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",San Mateo,CA,94403-4361,San Mateo,CA-14,2020,"$639,995.00"
"San Mateo, County Of",H8ECS38593,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),San Mateo,CA,94403-4361,San Mateo,CA-14,2020,"$184,144.00"
SANDHILLS MEDICAL FOUNDATION,H8CCS34911,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Jefferson,SC,29718-8701,Chesterfield,SC-07,2020,"$61,383.00"
SANDHILLS MEDICAL FOUNDATION,H8DCS36269,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Jefferson,SC,29718-8701,Chesterfield,SC-07,2020,"$732,575.00"
SANDHILLS MEDICAL FOUNDATION,H8ECS37729,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Jefferson,SC,29718-8701,Chesterfield,SC-07,2020,"$281,254.00"
Santa Barbara Neighborhood Clinics,H8CCS34209,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Santa Barbara,CA,93101-1624,Santa Barbara,CA-24,2020,"$76,142.00"
Santa Barbara Neighborhood Clinics,H8DCS35818,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Santa Barbara,CA,93101-1624,Santa Barbara,CA-24,2020,"$1,005,170.00"
Santa Barbara Neighborhood Clinics,H8ECS38065,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Santa Barbara,CA,93101-1624,Santa Barbara,CA-24,2020,"$424,864.00"
"SANTA BARBARA, COUNTY OF",H8CCS34088,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Santa Barbara,CA,93110-1316,Santa Barbara,CA-24,2020,"$77,502.00"
"SANTA BARBARA, COUNTY OF",H8DCS35548,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Santa Barbara,CA,93110-1316,Santa Barbara,CA-24,2020,"$1,053,665.00"
"SANTA BARBARA, COUNTY OF",H8ECS38981,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Santa Barbara,CA,93110-1316,Santa Barbara,CA-24,2020,"$476,104.00"
"SANTA CLARA, COUNTY OF",H8CCS34457,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),San Jose,CA,95110-1705,Santa Clara,CA-19,2020,"$55,627.00"
"SANTA CLARA, COUNTY OF",H8DCS35629,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",San Jose,CA,95110-1705,Santa Clara,CA-19,2020,"$626,225.00"
"SANTA CLARA, COUNTY OF",H8ECS38806,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),San Jose,CA,95110-1705,Santa Clara,CA-19,2020,"$206,629.00"
SANTA CRUZ COMMUNITY HEALTH CENTERS,H8CCS34039,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Santa Cruz,CA,95060-2786,Santa Cruz,CA-20,2020,"$60,096.00"
SANTA CRUZ COMMUNITY HEALTH CENTERS,H8DCS35724,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Santa Cruz,CA,95060-2786,Santa Cruz,CA-20,2020,"$715,940.00"
SANTA CRUZ COMMUNITY HEALTH CENTERS,H8ECS37733,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Santa Cruz,CA,95060-2786,Santa Cruz,CA-20,2020,"$272,539.00"
"SANTA CRUZ, COUNTY OF",H8CCS34233,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Santa Cruz,CA,95060-1966,Santa Cruz,CA-20,2020,"$66,912.00"
"SANTA CRUZ, COUNTY OF",H8DCS35507,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Santa Cruz,CA,95060-1966,Santa Cruz,CA-20,2020,"$847,760.00"
"SANTA CRUZ, COUNTY OF",H8ECS38923,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Santa Cruz,CA,95060-1966,Santa Cruz,CA-20,2020,"$334,054.00"
SANTA ROSA COMMUNITY HEALTH CENTERS,H8CCS34021,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Santa Rosa,CA,95403-5781,Sonoma,CA-05,2020,"$87,676.00"
SANTA ROSA COMMUNITY HEALTH CENTERS,H8DCS35519,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Santa Rosa,CA,95403-5781,Sonoma,CA-05,2020,"$1,310,390.00"
SANTA ROSA COMMUNITY HEALTH CENTERS,H8ECS38088,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Santa Rosa,CA,95403-5781,Sonoma,CA-05,2020,"$731,254.00"
"Sapphire Community Health, Inc.",H8CCS34961,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Hamilton,MT,59840-2480,Ravalli,MT-00,2020,"$52,111.00"
"Sapphire Community Health, Inc.",H8DCS35868,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Hamilton,MT,59840-2480,Ravalli,MT-00,2020,"$536,690.00"
"Sapphire Community Health, Inc.",H8ECS38288,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Hamilton,MT,59840-2480,Ravalli,MT-00,2020,"$124,729.00"
Sawtooth Mountain Clinic Inc,H8CCS34807,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Grand Marais,MN,55604-3017,Cook,MN-08,2020,"$53,840.00"
Sawtooth Mountain Clinic Inc,H8DCS36170,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Grand Marais,MN,55604-3017,Cook,MN-08,2020,"$587,360.00"
Sawtooth Mountain Clinic Inc,H8ECS38185,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Grand Marais,MN,55604-3017,Cook,MN-08,2020,"$169,309.00"
Sayre Health Center,H8CCS35225,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Philadelphia,PA,19139-3836,Philadelphia,PA-03,2020,"$52,390.00"
Sayre Health Center,H8DCS36632,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Philadelphia,PA,19139-3836,Philadelphia,PA-03,2020,"$551,630.00"
Sayre Health Center,H8ECS38628,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Philadelphia,PA,19139-3836,Philadelphia,PA-03,2020,"$141,739.00"
"SCENIC BLUFFS HEALTH CENTER, INC",H8CCS34122,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Cashton,WI,54619-2002,Monroe,WI-03,2020,"$57,856.00"
"SCENIC BLUFFS HEALTH CENTER, INC",H8DCS35534,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Cashton,WI,54619-2002,Monroe,WI-03,2020,"$654,935.00"
"SCENIC BLUFFS HEALTH CENTER, INC",H8ECS37766,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Cashton,WI,54619-2002,Monroe,WI-03,2020,"$212,359.00"
"SCHENECTADY FAMILY HEALTH SERVICES, INC",H8CCS35136,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Schenectady,NY,12307-1508,Schenectady,NY-20,2020,"$65,459.00"
"SCHENECTADY FAMILY HEALTH SERVICES, INC",H8DCS36589,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Schenectady,NY,12307-1508,Schenectady,NY-20,2020,"$857,210.00"
"SCHENECTADY FAMILY HEALTH SERVICES, INC",H8ECS38570,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Schenectady,NY,12307-1508,Schenectady,NY-20,2020,"$384,439.00"
School Health Clinics Of Santa Clara County,H8CCS34103,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),San Jose,CA,95119-1372,Santa Clara,CA-19,2020,"$58,904.00"
School Health Clinics Of Santa Clara County,H8DCS35632,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",San Jose,CA,95119-1372,Santa Clara,CA-19,2020,"$660,830.00"
School Health Clinics Of Santa Clara County,H8ECS38973,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),San Jose,CA,95119-1372,Santa Clara,CA-19,2020,"$180,064.00"
"Scranton Primary Health Care Center, Inc.",H8CCS35240,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Scranton,PA,18509-3023,Lackawanna,PA-08,2020,"$60,128.00"
"Scranton Primary Health Care Center, Inc.",H8DCS36622,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Scranton,PA,18509-3023,Lackawanna,PA-08,2020,"$721,805.00"
"Scranton Primary Health Care Center, Inc.",H8ECS37737,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Scranton,PA,18509-3023,Lackawanna,PA-08,2020,"$277,474.00"
Sea-Mar Community Health Center,H8CCS35196,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Seattle,WA,98108-4720,King,WA-09,2020,"$252,965.00"
Sea-Mar Community Health Center,H8DCS36712,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Seattle,WA,98108-4720,King,WA-09,2020,"$4,867,070.00"
Sea-Mar Community Health Center,H8ECS38965,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Seattle,WA,98108-4720,King,WA-09,2020,"$3,366,274.00"
Seattle Indian Health Board,H8CCS35203,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Seattle,WA,98144-2007,King,WA-09,2020,"$55,334.00"
Seattle Indian Health Board,H8DCS36747,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Seattle,WA,98144-2007,King,WA-09,2020,"$609,620.00"
Seattle Indian Health Board,H8ECS38502,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Seattle,WA,98144-2007,King,WA-09,2020,"$173,149.00"
Sebasticook Family Doctors,H8CCS34409,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Newport,ME,04953-4056,Penobscot,ME-02,2020,"$55,522.00"
Sebasticook Family Doctors,H8DCS36307,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Newport,ME,04953-4056,Penobscot,ME-02,2020,"$615,395.00"
Sebasticook Family Doctors,H8ECS38250,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Newport,ME,04953-4056,Penobscot,ME-02,2020,"$184,624.00"
Seldovia Village Tribe,H8CCS33987,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Seldovia,AK,99663,Kenai Peninsula,AK-00,2020,"$54,116.00"
Seldovia Village Tribe,H8DCS35383,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Seldovia,AK,99663,Kenai Peninsula,AK-00,2020,"$574,565.00"
Seldovia Village Tribe,H8ECS38342,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Seldovia,AK,99663,Kenai Peninsula,AK-00,2020,"$142,654.00"
"SERVE THE PEOPLE, INC.",H8CCS34480,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Santa Ana,CA,92701-2641,Orange,CA-46,2020,"$66,456.00"
"SERVE THE PEOPLE, INC.",H8DCS35774,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Santa Ana,CA,92701-2641,Orange,CA-46,2020,"$824,930.00"
"SERVE THE PEOPLE, INC.",H8ECS37964,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Santa Ana,CA,92701-2641,Orange,CA-46,2020,"$312,529.00"
"Servicios De Salud Primarios De Barceloneta, Inc.",H8CCS34797,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Barceloneta,PR,00617-3217,Barceloneta,PR-98,2020,"$59,599.00"
"Servicios De Salud Primarios De Barceloneta, Inc.",H8DCS36523,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Barceloneta,PR,00617-3217,Barceloneta,PR-98,2020,"$745,625.00"
"Servicios De Salud Primarios De Barceloneta, Inc.",H8ECS37904,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Barceloneta,PR,00617-3217,Barceloneta,PR-98,2020,"$329,344.00"
"SETTLEMENT HEALTH AND MEDICAL SERVICES, INC.",H8CCS35157,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),New York,NY,10029-4007,New York,NY-13,2020,"$64,002.00"
"SETTLEMENT HEALTH AND MEDICAL SERVICES, INC.",H8DCS36603,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",New York,NY,10029-4007,New York,NY-13,2020,"$782,780.00"
"SETTLEMENT HEALTH AND MEDICAL SERVICES, INC.",H8ECS37758,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),New York,NY,10029-4007,New York,NY-13,2020,"$302,314.00"
"SEWARD, CITY OF",H8CCS33972,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Seward,AK,99664,Kenai Peninsula,AK-00,2020,"$52,039.00"
"SEWARD, CITY OF",H8DCS35389,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Seward,AK,99664,Kenai Peninsula,AK-00,2020,"$540,350.00"
"SEWARD, CITY OF",H8ECS37707,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Seward,AK,99664,Kenai Peninsula,AK-00,2020,"$131,629.00"
Shackelford County Community Resource Center,H8CCS35270,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Albany,TX,76430-3225,Shackelford,TX-19,2020,"$62,780.00"
Shackelford County Community Resource Center,H8DCS36509,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Albany,TX,76430-3225,Shackelford,TX-19,2020,"$753,320.00"
Shackelford County Community Resource Center,H8ECS38057,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Albany,TX,76430-3225,Shackelford,TX-19,2020,"$274,984.00"
