Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
101583151553618,Janice Arnold-Jones for PRC District 1,Elliott Marketing,≤100,6
524088387712395,"Maria Walls, CPA, Beaufort County Treasurer",Beaufort County Treasurer's Office,≤100,1
1574098805939073,Moving Philly Forward,Nathan Amar Singh,≤100,1
100862895067206,Carrie for Chico,Krueger for School Board 2020,≤100,2
64206021703,National Committee to Preserve Social Security and Medicare,NATIONAL COMMITTE TO PRESERVE SOCIAL SECURITY AND MEDICARE,≤100,15
1573499706075056,Max Brandle,Max Dylan Brandle,≤100,2
106349227532164,Costa Mesa Republican Assembly,Costa Mesa Republican Assembly,≤100,1
103667331358644,Nathan McLeland for City Council - Ward 3,Nathan Spencer Mcleland,≤100,1
446743652028734,DeVine Vision Entertainment LLC,Japaul Demetrius Vines,≤100,2
1754537017933979,Vote Sam Duncan,Samuel Brett Duncan,≤100,1
767154603472144,Women's Medical Pavilion,Women's Medical Pavilion,≤100,1
747575121975520,"Sarah Coolidge, Politician",Coolidge for North Tahoe Public Utility District 2020,≤100,1
108338324335112,Chris Cruz-Boone for BCSD School Board Area 3,Christine Arlene Cruz Boone,≤100,1
90406069569,CASA St. Petersburg,"COMMUNITY ACTION STOPS ABUSE, INC.",≤100,1
297926120363162,Michael Boose for Commissioner,Michael Cullen Boose,≤100,2
101658691535018,Danielle Storey for Kent County Commission,Friends of Danielle Storey,≤100,1
704907916216552,Fox Cities Advocates for Public Education,These ads ran without a disclaimer,≤100,1
128540768942188,Ken Loo for Belmont City Council 2020,Ken Loo for Belmont City Council 2020,≤100,1
123718546075344,Spansail for Council,Committee to Elect Sarah Spansail,≤100,1
191602167588409,Rotary Club of Victorville,Coleen Regina Luque,≤100,1
113290183790699,Jake Odello,Jacob John Odello,≤100,1
101740801367583,Adam Verduzco for Victorville City Council,Adam Jr Verduzco,≤100,2
103409177858625,Symone for Students,Symone for Students,≤100,2
100222024970799,Darrin Varnell for Sheriff,Varnell for Sheriff,≤100,2
105617524548,Sketchworks Comedy,Sketchworks Industrial Strength Comedy,≤100,1
367739853452,State Representative Matt Muratore,The Muratore Committee,≤100,2
103807571484506,Rogergraham4bellflower,R. Graham for City Council 2020,≤100,1
100485498329033,John Zielinski for State Assembly,John Zielinski for Assembly,≤100,6
107273697461891,Dane Wills for Monroe County Commission,Dane Wills for Monroe County Commission,≤100,2
105333224570468,Dan Goldner,Daniel Curtis Goldner,≤100,2
336919293656170,Lenties,Lenties,≤100,1
674920702924655,John Collick For Congress,COMMITTEE TO ELECT JOHN COLLICK,≤100,1
195400780485852,"Gary Mendez, Board Member, Rio Hondo Community College District, Area 4.",Mendez for Rio Hondo College Board 2020,≤100,2
105743957921244,Jack Anthony Izzo for City of Hollywood Commissioner District 6,Zzo Jack Anthony,≤100,1
107525484271209,Aaron Chaisson Jr For District Judge,"Committee to Elect Aaron Chaisson, Jr. for Judge",≤100,1
103733721371225,Aja Eyre for Maui County Council,Friends of Aja Eyre,≤100,1
577835869013967,Pomona Proud,Proud Digital Media,≤100,2
224212748285583,New Yorkers For Kim,New Yorkers For Kim,≤100,1
102174794744545,Scott Price for Montana,"Scott Price for Senate (R), 2369 Westfield Dr., Billings,MT 59106",≤100,1
100476978195692,Meredith Abel for Temple Terrace Council,Meredith Abel Campaign,≤100,1
100827828000518,Clayton Tucker for Texas,Clayton Tucker Campaign,≤100,4
106023161018057,"Evelyn Garcia Morales for Clark County School District Trustee, District C","the Committee to Elect Evelyn Garcia Morales for CCSD Trustee, District C",≤100,5
103103831535155,Chad Miller for YCUSD Trustee Area 2,Chad Miller for YCUSD Trustee Area 2,≤100,1
1911027705653860,Nicholas Betts,NICHOLAS BETTS FOR CONGRESS,≤100,1
799374973742090,"Fit Lifestyle Brand, LLC",Fit Lifestyle Brand,≤100,1
32014414178,King County Sexual Assault Resource Center,KING COUNTY SEXUAL ASSAULT RESOURCE CENTER,≤100,1
233626060690954,Team Un1ted,Andy Morales,≤100,1
122536121212727,Mayor Miro Weinberger,Office of Mayor Miro Weinberger,≤100,3
110141324163048,Re-Elect Sam Hindi for City Council,Sam Hindi for City Council 2020 FPPC # Pending,≤100,1
430123463675102,Keep Judge Black,Committee to Elect Ed Black,≤100,1
427390334523492,Justin Anderson for Congress,JUSTIN ANDERSON FOR CONGRESS,≤100,1
109465560444254,Roce Today,Jayroce Silayo,≤100,5
101866338136099,Erick Billups For Chariton County Sheriff,Erick Randall Billups,≤100,1
1791698994276941,Women for Justice,WomenJustice.us,≤100,1
113499957092509,Deb Bergner - South Kingstown Town Council,Oeborah Damico Bergner,≤100,1
192681577469084,Environmental Health News,These ads ran without a disclaimer,≤100,1
105742487805078,Shirt Dots,Racheal Anne Wigley,≤100,1
103795448131675,Piyice us,These ads ran without a disclaimer,≤100,3
110348304087129,Re-Elect Roy Lewis County Commissioner Post 1,ROY LEWIS,≤100,1
112279330596568,NASTY WOMAN Bracelet,NASTY WOMAN bracelet,≤100,1
403921823732817,Rolling Farms Wind Project,Tradewind Energy,≤100,2
107709220970799,Ben Hammer for Clay County Commissioner,Caren Lynn Hammer,≤100,2
107237444332237,Jim Swim for Kansas,Friends of Jim Swim,≤100,4
114732681899679,Jim Nash for Minnesota,Jim Nash for Minnesota,≤100,3
659055720900133,Calhoun County Commissioner Jake W. Smith,Jaco B Walkch Smith,≤100,1
103745284693090,Vote for Ilagan,Vote for Ilagan,≤100,1
276484545808884,Friends of Dry Comal Creek,Preserve Our Hill Country Environment,≤100,1
111371997330813,Milroy for Assembly,Milroy for Assembly,≤100,3
101027441342731,Barbara George,Barbara Judith Deleongeorge,≤100,2
113192577033208,"Carol Warren, Stanton Mayor Pro Tem for District 4",Friends of Carol Warren #1309543,≤100,1
107061021014048,Chris Goodwin for Charter Review Commission,Go With Goodwin Campaign,≤100,1
105454277939209,Cisneros For Adelanto City Council,Cisneros For Adelanto City Council 2020,≤100,3
137146286333186,The Presidential Prayer Team,"PRESIDENTIAL PRAYER TEAM, THE",≤100,1
761518644227315,Supervisor Chris Lopez,Christopher Lopez,≤100,1
266795170097850,Erik Howell - Pismo Beach City Councilmember,Howell for City Counil 2020,≤100,1
100400548461842,Glenn Robinson - From Polk For Polk,Glenn Kenny Robinson,≤100,1
101105654847200,Elect - Jason Taylor Probate Judge of Jeff Davis County 2020,Jason Olen Taylor,≤100,1
114732946936071,Friends of Connie Lee Bills,Connie Lee Bills,≤100,1
1040470949485956,JB Burnette Designs,Joelle B Burnette,≤100,1
1395687177363424,Cup O' Joe with Joe,JOE EVANS FOR CONGRESS,≤100,1
1542141306041344,Washington County Democratic Women,Washington County Democratic Women,≤100,1
114178930292797,Eric LaBrant for County Charter Review Commissioner,LaBrant for Charter,≤100,1
104114271174157,Kirk White for VT House,Kirk C White,≤100,3
110859250687392,Cassandra "CJ" Johnson for Champaign County Treasurer,Cassandra “CJ” Johnson for Champaign County Treasurer,≤100,2
395998730952811,Carrie Isaac for Texas HD45,Carrie Isaac for Texas,≤100,1
278872352823359,Endtime Prophecy Bible Study,Kevin Edwin Ritzi,≤100,1
1486717118071866,Jimmy L. Brown for Ward 11,Jimmy Lynn Brown,≤100,1
881018518934056,DemX Media,Caleb Stuart Scott,≤100,1
109989030746885,The Instigators,The Instigators,≤100,1
112375663633668,Elect Thad Luke Family Court Judge,Committee to Elect Thad Luke,≤100,1
106371434443237,Evans For Allen,Alexander Edmond Evans,≤100,1
108143760845862,Kayla Hollifield for House 2020,Kayla Leigh Hollifield,≤100,1
2210854255656922,"Zebralter Medical. Career, Success, Study Tips.",Zebralter Medical,≤100,1
108305447689868,Parents for Cupertino Schools,Tony Yuhsiang Cheng,≤100,1
109834327180743,Cynthia Wallace For Congress,CYNTHIA WALLACE FOR CONGRESS,≤100,1
110541124086155,Beverly Petrie for District 834 School Board,Beverly Sue Geber,≤100,1
1517919588502283,Christy Smith for Congress,CHRISTY SMITH FOR CONGRESS,≤100,10
114376606961366,Wylie for City Council 2020,Wylie for City Council 2020,≤100,12
111544626920856,Joe Reed 4 GA State House District 129,Joe Reed 4 GA State House,≤100,2
117846046597435,Adam Bailey for Midway City Council,Adam Lee Bailey,≤100,1
170458177029365,Delegate Heather Bagnall,Citizens For Heather Bagnall,≤100,2
135659193112061,Vail Henry,Crisp Point LLC,≤100,1
104720361279415,The P.U.L.L. Movement,The PULL Movement Inc,≤100,1
112039517141314,Elect Brian Epperson,Ishwor Singh,≤100,4
247607515355901,Team L1berty,Andy Morales,≤100,1
110083713907570,Justin Klekota Democratic State Committee,Friends of Justin Klekota,≤100,1
111140476995334,MarianPhillips,Marian Phillips for City Commission Group 1,≤100,2
169830155029,m/Oppenheim Associates,m/Oppenheim,≤100,1
279483032583224,Collins for Council,Collins for Council,≤100,5
1095657013838943,Bob Pollack your Oviedo Deputy Mayor,Bob Pollack for Oviedo City Council,≤100,1
2383767705238427,Fillmore County Solar Project,Savion Energy,≤100,1
350861498961179,Thomas Oilfield Services,Thomas Oilfield Services,≤100,4
101631154786164,"Roger Williams for District 2 commissioner, Limestone County",Roger Williams 4D2 Commissioner,≤100,1
107693647704467,John Williams for Paragould City Council,John Franklin Williams,≤100,1
1525881227682054,Congressman Rod Blum,Rodney Leland Blum,≤100,1
109944290704309,Liz Reyer for 51B,Lizabeth Lynn Reyer,≤100,1
1908066445983460,Juan Zaragoza,Juan Clemente Zaragoza,≤100,2
106836711000062,Elect Gary Port,Samuel Port,≤100,1
103998558131575,Jai for BUSD Board,Jaishankar Srinivasan,≤100,1
109075870595094,Dan Dorran for Umatilla County Commissioner,Friends for Dan Dorran,≤100,1
112220147316317,Michael Weeks for EWRSD School Board,Michael J Weeks,≤100,2
1920198258242540,Re-Elect Scher to PVR BOE,Arnold J Scher,≤100,1
106032314093272,Re-elect Judge Peter Forman,COMMITTEE TO RE-ELECT PETER M. FORMAN COUNTY COURT JUDGE,≤100,1
110183413774937,John Dawson for State Representative,Committee to Elect John W. Dawson,≤100,2
103537497916062,"Christine Gronwald for Maumelle Councilman, Ward 1",Christine E Gronwald,≤100,1
2144210625821403,Rep Scott Allen,SCOTT E ALLEN,≤100,1
692034287666188,City Councilor John Hilliard - District 9 Birmingham,BGrace Media,≤100,2
505389309646082,Jared Grifoni,Jared Grifoni for MI City Council,≤100,1
118714808054,Mi Familia Vota,Paid For By Mi Familia Vota with Facebook Ad Credits,≤100,1
145931822097339,Knox County Democratic Party,Knox County Democratic Party,≤100,1
432871424115833,Wanda del Valle Correa 2020,Comité Amigos Wanda del Valle,≤100,1
142152986329,"Crisis Line & Safe House of Central Georgia, Inc.",Mobile Media Plus,≤100,1
852159248274845,Voice of Westmoreland,Voice of Westmoreland,≤100,2
801656166630562,LUI Che Woo Prize  呂志和獎,These ads ran without a disclaimer,≤100,2
103269414600223,JJ for Arlington,JJ for Arlington,≤100,1
236662820616600,Ryan Longmire For Justice Court Judge,Ryan Allen Longmire,≤100,1
13588058967,Huck's Army,William N. Goins Jr.,≤100,2
107717511051987,Ginny Dickman-Lopez for Munster School Board,Citizens for Dickman-Lopez,≤100,1
103884834642318,Michael Evans for Calhoun County Treasurer,Leroy Michael Evans,≤100,3
642372709742684,Elect Kim Klaus For Lacey Board of Education,Kimberly S Klaus,≤100,1
153127706222,Common Cause NC,Common Cause North Carolina,≤100,1
297281494147774,Good Morning Liberty Podcast,Good Morning Liberty,≤100,2
105481140904672,Core Prestige,Core Prestige,≤100,1
1953272808085565,"Chris Casey for Yell County Quorum Court, District 10",Chris Casey for Arkansas,≤100,2
233785303403027,MyEnergyAVECC,Arkansas Valley Electric Cooperative,≤100,1
86711894400,National Write Your Congressman,National Write Your Congressman,≤100,1
843026725707543,Maui Causes,Maui Causes,≤100,1
356936064920068,The Aggregate,The Aggregate News,≤100,3
106791437577386,LisaKing4Georgetown,Lisa King Campaign,≤100,1
183894075820090,Stateside Affairs,Cristina A Pinzon,≤100,1
100508596676040,New Horizon Church,These ads ran without a disclaimer,≤100,1
114767286630823,Brian Rahilly for 11th Circuit Judge,"Committee to Elect Brian Rahilly, 11th Circuit Court Judge",≤100,4
50714237985,The Rutherford Institute,RUTHERFORD INSTITUTE,≤100,3
110639917369098,Jeniffer Barker Neice for Family Court Judge,Jeniffer Neice,≤100,1
108408962542926,Magic 95.9 Baltimore,Brian Douglas Hartz,≤100,1
144880512247034,Macon County Republican Party,Macon County Republican Party,≤100,1
211573325617,Boone County Democratic Party,Boone County Democrats,≤100,1
113706570069421,George Bray For Mayor 2020,Bray for Mayor,≤100,3
103691851259312,Kat Stone RN for Oregon Senate,Friends of Kat Stone,≤100,1
102225631636597,Justin Kloer for Clark-Pleasant School Board,Justin Joseph Kloer,≤100,3
140968452585173,92QJams Baltimore,Brian Douglas Hartz,≤100,1
86880509778,AARP North Carolina,AARP,≤100,1
583648525060535,"Libertarian Party of Clark County, Nevada",Steven Brown,≤100,2
108177097694437,Arizona Conservatives For Julie Gunnigle,Arizona Conservatives for Julie Gunnigle,≤100,1
102970468197537,Estela Magaña for Rio Hondo Board of Trustees 2020,Estela Magana for Rio Hondo Board of Trustees 2020,≤100,1
283985748290012,Riddell for NC House 64,Riddell for NC House 64,≤100,2
103518548132716,Tracy Hernandez for Adelanto City Council,Committe to Elect Tracy M Hernandez for Adelanto City Council 2020,≤100,1
216311481960,Bill Gates,These ads ran without a disclaimer,≤100,2
597708717066902,Gordon-Andrew Fletcher - ANC Commissioner 5A08,Paid for by Gordon-Andrew Fletcher,≤100,5
2013803118888358,Vote Jackie Todd,Vote Jackie Todd,≤100,2
39197138659,ACLU of New Mexico,ACLU of New Mexico,≤100,3
100302268024842,Wilson and Boulton for Council,Pitman Republican Executive Committee,≤100,1
103729197984655,Mike Erickson For House,Erickson for House District 35A,≤100,2
241129804113,First Amendment Foundation,FIRST AMENDMENT FOUNDATION INC,≤100,1
94495405939,California Family Council,California Family Council,≤100,1
429257650845950,Preserve Our Hill Country Environment,Preserve Our Hill Country Environment,≤100,7
109699747464491,Peter Cloven for Clayton City Council,Committee to Elect Peter Cloven for Clayton City Council,≤100,1
431070567074782,Southwest Virginia's New Economy,APPALACHIAN VOICES,≤100,1
104267994725106,Kerry Rego for SRJC Board of Trustees,Kerry Rego for SRJC Board of Trustees,≤100,1
108923323814560,Houman Salem for California,Houman Salem,≤100,1
621945078443961,Teresa Rosales For WMWD,Teresa Rosales for Western Municipal Water District Division 1 2020,≤100,1
618480098621142,Social Security Event,These ads ran without a disclaimer,≤100,1
105694881231941,Reflect,Reflect,≤100,3
101488278273703,Vote Joe Gould for Bemidji City Council Ward 1,Joe Gould for City Council,≤100,3
563170183888903,Betty Griffin Center Thrift Shoppe,Betty Griffin Center Thrift Shoppes,≤100,2
1754372481245454,Tara Zrinski - Candidate for State House,Tara Michele Zrinski,≤100,2
576471196365396,Susannah Meyer for Brentwood City Council District 3,Susannah Meyer for Brentwood City Council District 3 2020,≤100,1
280540675818039,Representative Kelly Albright,Friends of Kelly Albright,≤100,1
100473565062698,Natalie Quevedo for Winchester,Natalie Quevedo for State Representative Cheshire 13,≤100,1
326699034896350,Alachua Chronicle,Alachua Chronicle,≤100,1
2057361451197753,Yes For Humboldt,Yes for Humboldt,≤100,1
2094259370860549,Sue Shink for Washtenaw County Commissioner,Vote Sue Shink,≤100,2
102943844651664,Yates for Judge,Ryan Renuall Yates,≤100,1
106190631152763,Chris Twombley for Collegedale Commissioner,Christopher David Twombley,≤100,1
113163240250911,Legal Angle with Emmanuel D-Law Olawale,Emmanuel Olawale,≤100,2
102945071078954,Alex Kamkar for Pearland City Council,Aurash D Kamkar,≤100,1
270089172628,IMPACT Community Action,IMPACT COMMUNITY ACTION,≤100,1
355673374607768,Quail Forever & Pheasants Forever in Oklahoma,Laura Miller Mciver,≤100,1
103173801515321,Gilbertson4MoorheadCouncil,Gilbertson4MoorheadCouncil,≤100,1
104247054717629,Joe Hinman for Three Oaks Village Council,Josephdouglas Hinman,≤100,2
855106367884763,One kind act a month,Timothy Odell Turner,≤100,2
667290033695387,Diamondback Legal,Gabriel Vadasz,≤100,1
100719715069240,Marie Arce for Antioch City Council District 3,Marie for District 3 2020,≤100,1
100637788001003,"Hivotec, Hispanic Voters Coalition",Humphrey Humberto Pachecker,≤100,2
1941479262735262,"Sarah Vail, Author",These ads ran without a disclaimer,≤100,1
1584034571682724,Representative Rachel Roberts,Rachel for Kentucky,≤100,1
108362210872030,Keith Cafferty For Neptune Township Committee,Friends to Elect Keith Cafferty,≤100,1
1686955804898382,Upland Proud,Proud Digital Media,≤100,4
108957424156522,Sanguine Sanity,Alec Julian Litofsky,≤100,1
45753228470,High Five Access Media,Vail Valley Community Television DBA High Five Access Media,≤100,1
100214865134172,Susan Aten for Lansing Township Clerk,Susan Louise Aten,≤100,1
1288574957963258,Scotland County Republican Party,Joseph Bruce Patton,≤100,1
103562501498974,Margart Owens for Pike County Coroner,Gregory Lee Owens,≤100,2
364446004049641,Internet Freedom for McHenry County,Internet Freedom for McHenry County,≤100,2
103084978165378,Luke A. Foster for Dixon Unified School District Board of Trustees,Luke Alan Foster,≤100,1
106128371164707,Kerri-Ann Nesbeth for City of Miramar Commission Seat 1,Kerri-Ann Nesbeth for City of Miramar Commission Seat 1,≤100,1
101376858409535,Dick Downham for Cass County Commissioner,Downham for Cass County Commissioner,≤100,1
163644093675183,Focus on the Beer,Ryan James Hannigan,≤100,1
1886927881621153,"C4 - Chris, Carbon County Commissioner",Chris L Lukasevich,≤100,2
100766128175686,A Better Walled Lake City Council,Walled Lake Term Limits,≤100,1
138524559619162,National Benevolent Association Christian Church (Disciples of Christ),"NATIONAL BENEVOLENT ASSOCIATION OF THE CHRISTIAN CHURCH, THE",≤100,1
103357848142931,Bill Coyne for Gulf Shores City Council,Robert Lee Plemmons,≤100,1
100865351666856,"Elect Fred Griffin Jr. Leesburg City Commissioner, District 3, Seat 3",Fred Griffin Jr.,≤100,1
862340897237764,Wood County WV Democratic Party,Wood County WV  Democratic Party,≤100,1
112189673949968,Vote for Hilton Smith IVC Board of trustee,Hilton West Smith,≤100,2
166320873433123,Factory Direct Promos,"SUPERIOR BUSINESS FORMS, INC.",≤100,3
196930557512375,Let's Talk Nation USA,"Let's Talk Nation, LLC.",≤100,2
100756234795429,"Carla Landon, Fort Thomas City Council",Carla Marie Landon,≤100,2
164149723637180,League of Women Voters of Butte County,Jane Frances Heinen Wanderer,≤100,1
111847065552135,Texas Humane Legislation Network (THLN),Texas Humane Legislation Network,≤100,1
962934323862447,Bill Huff,Huff for Vermont State Senate Campaign,≤100,1
102550428175921,Re-Elect Mayor Joy Cooper for Hallandale Beach,Joy F. Cooper for Mayor of Hallandale Beach,≤100,1
937903239572633,Darryl Hurst,Darryl W. Hurst Campaign,≤100,1
101215618041802,Burkhammer for Delegate,Adam Burkhammer,≤100,1
265126660597216,USRESIST NEWS,US Resist News,≤100,1
132700709239,WDAS FM Philly,iHeartMedia (On Behalf of the Client. This ad does not reflect the views or opinions of iHeartMedia as a whole),≤100,2
339381156136315,"Richard Lunt, Greenlee County Supervisor",Colleen Merrell Lunt,≤100,1
124354195820892,Beth Fletcher for EP School Board,Elizabeth Ann Fletcher,≤100,3
101181274902129,Mike’s Opinion Podcast,The Mike's Opinion Podcast,≤100,1
103389364768111,Commissioner Art Giles,Arthur Lee Giles,≤100,1
101073731384121,Chase Clemons for State Senate,Chase Clemons for Tennessee,≤100,1
1556442937794093,Ralph Galvan for Valley County Water District 2020,Ralph Galvan for Valley County Water District Director 2020 ID# 1423360,≤100,1
304087737090173,FightWin,Mark Anthony Austin,≤100,1
106454824499980,Fauzia Rizvi for Western Municipal Water District,Fauzia Rizvi for WMWD Director Division 5 2020,≤100,1
219612691967762,The Knox Project,Lenell Knox,≤100,1
107714730825275,Miranda Marquit for Idaho,Miranda Marquit For Idaho,≤100,1
102110384688071,Elect Antonio Nerios for MN State Rep Dist 43B,Antonio Nerios,≤100,2
153668961399197,Jay Jordan for South Carolina,Jordan for State House,≤100,1
115272690298468,One Public Safety Building,Citizens For One Public Safety Buildling,≤100,1
110204593738296,Trumptshirts.net,TrumpTshirts.Net,≤100,16
117335414980196,Ashville/Circleville Apothecary,Ashville Apothecary Pharmacy,≤100,3
103292801078614,Given No Choice: A History of Abortion Rights,Cody Patrick Mcdevitt,≤100,2
255229097835386,National Geographic Books,These ads ran without a disclaimer,≤100,3
103035078114894,Linda Garrett-Johnson for AV City Council,LindaGJ for Apple Valley City Council,≤100,1
104887601170687,Sandy McGarry for House 44,Sandra Norwood Mcgarry,≤100,2
20188298765,ACLU of Maryland,AMERICAN CIVIL LIBERTIES UNION OF MARYLAND INC,≤100,1
104296924523671,Elect Andre Oliver State Representative - District 170,Andre Deral Oliver,≤100,1
1181105015356858,Ron Wright,Ron Wright for Congress,≤100,2
58843911494,Appreciating Diversity Film Series,APPRECIATING DIVERSITY FILM SERIES,≤100,1
101887531222440,Karla for IL 88th,Unite 88,≤100,2
100549015140098,Brett Traficant for Wyckoff BOE,Brett A Traficant,≤100,1
107446240785725,Vote for Jason Deneau,Jaso N M Ichael D En Deneau,≤100,1
111119427039767,The People's Commissioner,Marlon Bolton Campaign,≤100,1
111414967358523,Recall Jared Brossett,Anthony Brian I Doby,≤100,1
182087119230169,Hot Head Candles,Hot Head Candles,≤100,1
105514517656864,Rachel Willis for Kansas,Rachel for Kansas,≤100,1
102829481516779,GREG MICK for Lake County Prosecutor,Gregory Jo N Mick,≤100,1
101172164765783,Uncle Willie Chark For City Councilman District 3,Steven Chark,≤100,1
246418172142011,Adrian H. Cline for Superintendent,Adrian H. Cline for Superintendent,≤100,1
184877358847542,Alabama Local News - News Break,These ads ran without a disclaimer,≤100,3
115354470152932,Haggard for Covington Schools,Haggard for Covington,≤100,2
275212969234689,Michigan's Big Show,Alex Jeffrey Huard,≤100,2
273733186074013,Darrell Pennell for Caldwell County Board of Education,Darrell Pennell for Caldwell County Board of Education,≤100,1
2191805954370779,Renee For Benbrook City Council Place #2,Renee Franklin,≤100,2
163302087408673,Stop The Donald,Stop the Donald,≤100,1
303700703433178,Dafi USA,These ads ran without a disclaimer,≤100,1
106927297511663,Gary Tyack for Franklin County Prosecutor,Gary Tyack for Prosecutor,≤100,1
111706620576072,Mike Stajduhar for Commissioner,Cass County Republican Central Committee,≤100,2
121269271277941,Fort Irwin High Desert Warrior,"Aerotech News and Review, Inc.",≤100,1
417335028351221,Senator Scott Wilk,Senator Scott Wilk,≤100,2
1602437029969686,Walworth County Dems,Democratic Party of Walworth County,≤100,1
108433238844,Cweb,CWEB Inc.,≤100,1
181837325501533,Full Employment Now - Political Action Committee,FULL EMPLOYMENT NOW-POLITICAL ACTION COMMITTEE,≤100,1
1815446788701999,CHIEF ZABU Movie,Miguel Da Costa,≤100,2
106746847726231,Kathleen Harrington,Harrington for City Council Committee,≤100,1
135260168276255,Mikki for 66B,Mikki Murray 4 MN House,≤100,1
225049687661781,Environmental Integrity Project,ENVIRONMENTAL INTEGRITY PROJECT,≤100,1
106915970834710,Tiffany Wilson for District Court Judge,The Committee to Elect Tiffany Wilson District Court Judge,≤100,1
106940581051114,Kyza A. Callwood for the Board of Education,Kyza Asward Callwood,≤100,1
115808629971189,Jason Burns for County Commissioner,Jason Scott Burns,≤100,1
111435600641716,This Moment in Time,Committee To Elect Antoinette Wallace,≤100,1
103025028060157,Losers_2_0,These ads ran without a disclaimer,≤100,2
1093105377392065,VOTE Mindy Gibson,Mindy Gibson for City Council,≤100,2
803133663149079,David Heil,David Joseph Heil,≤100,1
112498797170344,Victor Rodriguez,VICTOR RODRIGUEZ CAMPAIGN,≤100,1
104930267529218,Les Simmons for Sacramento City Council,Simmons for City Council 2020,≤100,1
647143218700462,Patriot Armed Defense,Timothy Alan Jett,≤100,1
109432527263717,Rico Elmore for State Representative for PA District 16,Rico Timothy Elmdre,≤100,1
114180570348558,Trump Foam Rally Finger,Joshua G Madsen,≤100,1
145961088768616,New Friends New Life,New Friends New Life,≤100,1
104397244371648,Robb Koons for Marion County Clerk of Courts,Robert B Koons,≤100,1
940282002829291,Scott Smith for Congress,MR SMITH FOR CONGRESS,≤100,1
337796227997,Prosperity Candle,PROSPERITY CANDLE L3C,≤100,4
1694315713982492,"Brian Harrington, Laramie City Council Ward 1",Brian Harrington for Laramie City Council,≤100,1
110832677400541,John Nuttall for Bella Vista City Council,John Karl Nuttall,≤100,1
203677106322266,Hunnid,Hunnid,≤100,1
109932140834002,Beau Dial for School Board,Joseph Thomas Hardesty,≤100,1
1853678351560128,Carl "Drew" Watkins,Surviving Riley,≤100,2
1309934742452627,Councilmember Andrea Boone,City Of Atlanta,≤100,1
608131523175756,Ray Gagnon for County Commissioner,Raymond Gerard Gagnon,≤100,1
102000838056934,Clarke 4 Judge,Lyndsey Lee Clarke,≤100,1
624078634749427,The Big Table: Greater Peoria,Peoria Area Chamber of Commerce,≤100,1
114634996991522,Jody Schulz for Duarte,Friends of Jody Schulz for Duarte City Council District 3 2020.  FPPC#pending,≤100,1
157535287650522,Raye Zaragoza,Raye Zaragoza,≤100,1
371061443691769,From the Flag to the Cross,Nikolas Jb Grosfield,≤100,1
1098527803501732,Monica Perkowski for West Orange Township Council,Perkowski for Council,≤100,2
100534351789817,"Roy Jaeger for St. Augustine Port, Waterway, and Beach District",Roy Yaeger for St Augustine Port Authority,≤100,2
105264147893062,Challengeeasy.com,These ads ran without a disclaimer,≤100,3
147861455383043,Cabell-Huntington Health Dept,Cabell Huntington Health Department,≤100,1
106000691083147,Teter & Vu,"Teter & Vu, LLC",≤100,3
1730595280535466,"Julie French, Warren School Board",Julie Ann French,≤100,1
1180092768788599,Aimee Rivera Cole for District 37,Cole For State Rep,≤100,2
105818214541868,"Kari Niedfeldt-Thomas, candidate for mayor, New Brighton, MN",Kari Niedfeldt-Thomas New Brighton Mayoral Candidate,≤100,1
106577091110999,Janlyn Nesbett Tucker for Kansas State Representative,Kansans for Janlyn Nesbett-Tucker,≤100,4
111701060522622,Phillip Hilton for Storey County Commissioner,Phillip Hilton for Storey County Commissioner,≤100,2
182190975159717,IN Wilmington,IN Wilmington Marketing Group Inc,≤100,1
65253078807,AARP KY,AARP,≤100,1
404984609125,Representative Eric Hutchings,Vote Hutchings,≤100,1
838799112914425,Wisconsin Justice Initiative,Wisconsin Justice Initiative Inc.,≤100,2
109718777340857,Joe Bustos for State House District 112,Joe Bustos for the House,≤100,1
114522416945632,Committee to elect Kelley Freridge to the Rockford Public School Board,Kelley Ann Freridge,≤100,1
170594593485107,Holtzman for North Carolina House,The Committee to Elect Claiborne Holtzman,≤100,1
537181256742387,The New Center,The New Center,≤100,1
107370324393284,Vote Gibson for Mount Carmel Mayor,John Keith Gibson,≤100,3
113296557090857,"Ryan Terrell for NH State Representative - Nashua, Hillsborough 31",Ryan A Terrell,≤100,2
109524023903109,Rob Elbon,Rob Elbon,≤100,2
107330584085380,Women’s health connection,Real Voices Media,≤100,2
244296047228,WMNF News,NATHAN B. STUBBLEFIELD FOUNDATION INC,≤100,1
102677988074357,Shelter-In-Place Virtual Film Series,Kwami Malik Shabazz Abdul-Bey,≤100,2
101363831499209,Energize Dodge County,Sharon None Cobb Flanagan,≤100,1
105191560863460,Judge Emily Sutton,Citizens for Judge Emily Sutton,≤100,2
100993258368487,James Weaver For DD2,James Allen Weaver,≤100,1
410655439531430,Carl Young House Candidate - District 32 Dem/NPL,CARL YOUNG FOR NORTH DAKOTA DISTRICT 32 DEM-NPL FRIENDS OF CARL YOUNG,≤100,2
172403880290678,Triluna Wellness,"TRILUNA, LLC",≤100,1
584504855537802,Emil Svrcina for Hawaii State House 37,Emil Svrcina,≤100,1
102030687881159,Immigration Helper,Immigration Helper,≤100,2
