Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
1976327035992362,Vin Spinelli,Paid For VincentSpinelliForWTMayor2020; Treasurer Robin Vecchiarelli,≤100,1
106740924409388,Re-Elect Jacob Greenberg,Re-Elect Jacob Greenberg,≤100,1
107179601064636,Look Up and Think Deeper,Alexander Frank Zemek,≤100,3
118977393275644,Stewart Hyland for City Council,Vote Stewart Hyland City Council,≤100,3
110964673629130,Kyle Meraz for Oklahoma House of Representatives District 64,KYLE MERAZ FOR DISTRICT 64 2020,≤100,2
130557843688683,Manuel O. Claudio,Comité Manuel O. Claudio Rodríguez,≤100,1
479803215706927,Baird Welch-Collins,Baird for 38,≤100,2
1514906665273308,Randy Reid - NYS Assembly Candidate,Committee to Elect Randy Reid,≤100,1
139537802738780,Justin Wedel for Walnut Creek City Council,Justin Wedel for Walnut Creek City Council 2020,≤100,1
2119337635036027,Elect Whit Davis for District Court Judge,Whit Davis for Judge,≤100,3
323057528048557,LGBTQ Victory Institute,LGBTQ Victory Institute,≤100,1
101359058120591,David Jones for Florida HD 75,David Jones for Florida HD75,≤100,1
997537217011724,Suds Jain for Santa Clara Council,"Suds Jain for Council District 5, 2020  FPPC#1426657",≤100,1
104911464655964,Raquel Thomas for Richland One,Raquel Thomas for Richland One School Board,≤100,3
345069436007425,Anne Souza for Campbell City Council,Anne Souza for Campbell City Council 2020,≤100,5
112619223848570,Stephanie Levine for Mayor of Mendota Heights,Stephanie Brod Levine,≤100,1
238845349514618,Charlie Justice for Pinellas,Charlie Justice for Pinellas,≤100,1
585366455478514,"Elect Sarah Kirk,  Santee School District Board of Education, Seat 2",Sarah Jeannette Kirk,≤100,1
113804793701389,"Jayne Pearce, Laramie City Council Ward 2",Jayne Marie Pearce,≤100,1
457388651049360,One Florida Foundation,One Florida Foundation,≤100,1
271795966224576,"Steve Morris, Cabarrus County Commissioner",Committee for Elect Steve Morris,≤100,2
646163692158881,Aníbal José Torres,Comité Aníbal José Senador,≤100,1
241676155990334,Bolton Republican Town Committee,Rodney Joseph Fournier,≤100,2
1755581478064240,Lindsey Stephens Ridgecrest  City Councilwoman,Lindsey Sydney Stephens,≤100,1
110398807456474,Patti Hammel for Georgetown County School Board,Hammel for School Board Committee,≤100,1
107431487754028,Pennsylvania Coalition for Sex Ed,AccessMatters,≤100,1
107198234357968,Nicole Hamm Candidate for Jacksonville City Council District 4,Campaign Account for Nicole Hamm,≤100,3
104209614714421,Re-Elect Neysa Hinton Sebastopol City Council 2020,HINTON FOR SEBASTOPOL CITY COUNCIL 2020- RE-ELECT NEYSA,≤100,2
111888183726681,James Hudson Jr. for Darlington County Sheriff,Freddie Engelbert,≤100,2
103665068161591,Wolves and Colorado,Marjorie Perry,≤100,1
1430310823899162,"Jonathan D. London, New Hope City Council Member",Jonathan London Campaign,≤100,1
2045207855734876,Jackie Grimes,Elect Jackie Grimes,≤100,1
1992102714364397,Jason For Georgia,Jason For Georgia,≤100,1
201885020164375,Circle C Area Democrats,Circle C Area Democrats,≤100,1
399998947121351,Elect Tandy Dunn Beaufort County Commissioner,Tandy Oliver Dunn,≤100,3
70126113702,Access Fund,Access Fund,≤100,2
1377548715715913,Youmattertomatt,YOU Matter Campaign (aka: Brooklyn's Dad for Office),≤100,2
599491376781423,Stacelynn K.M. ELI,Friends of Stacelynn Eli,≤100,3
128540768942188,Ken Loo for Belmont City Council 2020,Ken Loo for Belmont City Council 2020,≤100,2
139173095668,Wisconsin State AFL-CIO,WISCONSIN STATE AFL-CIO,≤100,1
232321570123429,Arlington Dems,ARLINGTON COUNTY DEMOCRATIC COMMITTEE JOINT FEDERAL CAMPAIGN,≤100,2
159451857482535,New Mexico Nature Conservancy,Nature Conservancy,≤100,2
109326134188048,The Leadership Project PAC,Leadership Project PAC,≤100,8
106164314526,Legal Aid Society,LEGAL AID SOCIETY,≤100,1
1071861026220703,Bobby Scott Jr.,Campaign to elect Bobby Scott,≤100,3
175916692783043,Joy for Kansas,Joy for Kansas,≤100,1
1769615126646122,Christy Weir for Ventura City Council,Christy Weir for Ventura City Council 2020,≤100,1
111102823611290,Yara for CO,Yara Zokaie,≤100,4
67198072267,Michigan Capitol Confidential,The Mackinac Center for Public Policy,≤100,9
183357871703210,The New Primal,These ads ran without a disclaimer,≤100,2
447724342102851,Southeast Ohio Public Energy Council,Southeast Ohio Public Energy Council (SOPEC),≤100,1
108329501016441,Blue Collar Online,OnlineBlueCollar,≤100,7
182190975159717,IN Wilmington,IN Wilmington Marketing Group Inc,≤100,1
111170957378920,Sumdey,Sumdey LLC,≤100,1
142644212433793,ARAHA,AMERICAN RELIEF AGENCY FOR THE HORN OF AFRICA,≤100,3
786666294709366,South Dakota State Treasurer Josh Haeder,"the State of South Dakota Unclaimed Property Division, not tax payers.",≤100,2
1844646309115791,Tamala Takahashi for Burbank City Council Nov 2020,Tamala Takahashi for City Council 2020,≤100,1
113392570298788,Mark Nelson for Judge,Committee to Elect Mark Nelson For Judge,≤100,4
302017973945957,We The People - MI,We The People - Michigan,≤100,2
105895071037650,Robert Banner for 90th District Court Judge,Friends of Robert Banner for District Judge,≤100,1
151577215422581,Zioness Movement,"Zioness Movement, Inc.",≤100,5
108287884296697,Mike for Austin Schools,Committee to Elect Mike H,≤100,1
114275373556241,Andrew Blan for San Juan School Board,ACRES for Andrew Blan for San Juan School Board 2020,≤100,2
192367856789,Lance Pruitt for State House,Pruitt for State House,≤100,1
356250984805597,Horowitz and Moats for Hainesport,Horowitz & Moats for Twp Committee,≤100,3
137847676821445,Rowsey for the House,Rowsey for the House Campaign Committee,≤100,12
102867354857063,Jim Roos for PVE,Jim Roos for Palos Verdes Estates City Council 2020,≤100,1
108806450690343,Doug Larsen for ND State Senate - District 34 Mandan,Douglas Larsen,≤100,1
44357672795,Independent Institute,"INDEPENDENT INSTITUTE, THE",≤100,1
101842501674543,Re-Elect Bill Trohanis as Walden Mayor,William Louis Trohanis,≤100,1
101251251718368,Danville for Carter,Carter Campaign 2020,≤100,1
298964866859647,Flows To Bay,Flows To Bay,≤100,5
165674110118949,Clearing out the Clutter,Colin Moore,≤100,1
105191560863460,Judge Emily Sutton,Citizens for Judge Emily Sutton,≤100,4
106716704263148,Gil Gatch for State House,Gil Gatch for State House,≤100,1
378031776382374,Joel Edward Goza,Joel Edward Goza,≤100,2
111796390312455,Jessica Hare,Jessica Hare for MPUSD Trustee 2020,≤100,1
105749801226322,Betty Flores for District 7,Betty Flores for District 7 Campaign,≤100,1
375730906138913,"Tiffany Boyd-Hodgson, Ph.D. political candidate",Lukas Mccann Volk,≤100,1
2192701710761237,Senator Jon Bumstead,State Senator Jon Bumstead,≤100,1
2225724194377884,Re-Elect Stephanie Cummings for State Representative,Vote Cummings,≤100,1
110564387276584,Chris Council - Pitkin County Commissioner,Chris Council for Pitkin County Commissioner,≤100,2
82478087678,Georgia Budget and Policy Institute,"GEORGIA BUDGET & POLICY IN, THE",≤100,3
114155153769393,Girl_Talk,Real Voices Media,≤100,7
113015143861124,"VOTE Risley, Brady & Botto For Byram Twp. BOE",Kristy L Mcfarlane,≤100,2
168654046508564,Bastrop Association of Sheriff's Employees,Bastrop Association of Sheriff's Employees,≤100,2
129239343808674,Asian Counseling and Referral Service (ACRS),ASIAN COUNSELING AND REFERRAL SERVICE,≤100,1
1212216928790711,East Polk County Democrats,Tamyra Lynn Harrison,≤100,2
111707116982485,NOAH Official Shop,Christofer Holland,≤100,2
226533247538961,Jeff Triplett for Seminole County Property Appraiser,"Paid by Jeff Triplett, NPA, for Seminole County Property Appraiser",≤100,1
77790954801,Salesian Missions,Salesian Missions,≤100,2
366440143849550,Pam Finley for Kansas House 43,Pam Finley for Kansas House 43,≤100,1
136497966480841,Harrison County Democratic Party,Harrison County Democratic Central Committee,≤100,3
445447242248426,Representative Dean Schamore,Campaign of Dean Schamore,≤100,2
2200877113478278,"Broome County Legislator Greg Baldwin, 6th District",Friends of Greg Baldwin,≤100,1
532708203427024,Presencia PR,Periodico Presencia,≤100,1
121172117999647,Dustin Collins,Dustin Samuel Collins,≤100,1
109988990810859,Jake Himmelspach for School Board,Jacob William Himmelspach,≤100,2
17528349706,Errol Louis,Errol T Louis,≤100,1
112401136973609,Broome County Legislator Rick Balles,Friends of Rick Balles,≤100,1
172683773493,CornerHouse,CORNER HOUSE,≤100,2
103929708088578,Joyce Meek Yates for Senate District 15,Committee to Elect Joyce Meek Yates,≤100,2
2306140192934785,Suffer the Little Children Blog,Laine E Hissett,≤100,1
154115428751851,Davin Bernstein For Coppell,Davin Bernstein for City Council Place 3,≤100,2
102654938065342,John-Alexander Sakelos for State Assembly District 26,John-Alexander Sakelos,≤100,1
108387237518006,Elect Jason Pliska for Springfield Township Trustee,Jason Lee Pliska,≤100,2
1382676161843084,Authentic Theology,Aukenjam LLC,≤100,1
111101707186668,Megan Cotter for State Representative District 39,Friends of Megan,≤100,2
193960934405313,Rimgard.com,These ads ran without a disclaimer,≤100,3
113717233727282,risenthreadsapparel,Risen Threads Apparel,≤100,1
1403853256565143,Kevin Dunn,Retain Judge Dunn,≤100,3
104529401374675,Jeff Holtz for Lake Elmo City Council,Holtz for Council,≤100,1
100138075133813,Tina4Saratoga,Tina Walia for Saratoga City Council 2020,≤100,4
113295143721790,Sovereignty Legal Foundation,Sovereignty Legal Foundation,≤100,2
106083210893304,Joey Spellerberg,Joey Spellerberg for Mayor % Joey Spellerberg,≤100,1
431682544087559,South Loop Concerned Coalition,South Loop Concerned Coalition,≤100,2
83328144177,Operation Broken Silence,Operation Broken Silence,≤100,1
115752725178943,Councilman George McClellan,George Mcclellan,≤100,3
111122510423693,Atlantic Shores Wind,Atlantic Shores Offshore Wind,≤100,6
428302254183677,Adrienne Gladson for Orange Mayor 2020,Adrienne Gladson for Orange Mayor 2020,≤100,1
646400872638406,Jeff Boddiford for Oviedo City Council,Jeff Boddiford for Oviedo City Council,≤100,2
101856911545133,Sandhills Young Republicans,SANDHILLS YOUNG REPUBLICANS,≤100,1
112270545463453,John Keenan for State Senate,Keenan Committee,≤100,1
854070638008764,Miami Shores PoC,Miami Shores People of Color dba South Florida People of Color,≤100,1
100916174833688,DeJoseph for Family Court,DeJoseph for Family Court,≤100,1
8002590959,Rainforest Action Network,RAINFOREST ACTION NETWORK,≤100,3
289679024427356,Tennessee Stormwater Association,Tennessee Stormwater Association,≤100,2
225982554091245,Grosse Pointe Democratic Club,Grosse Pointe Democratic Club,≤100,2
705750572817997,Senator Mary Camacho Torres,Mary Camacho Torres,≤100,2
110584643688268,Chander 2020,Chander For Council,≤100,1
102205767973899,Vote For Eliminating Slavery in Nebraska,End Slavery In Nebraska,≤100,1
103538611511283,Johnson4Lucas,Marla Jean Johnson,≤100,2
114894563676886,White County IL Republicans - unofficial,Client Adder LLC,≤100,1
132267304993141,Jana Shogren for ISD 181 School Board,Jana Shogren for School Board Committee,≤100,1
242841040344778,Re-Elect Ramiro Veliz III UISD Board Member : District 4,Ramiro Veliz,≤100,1
109482143852428,Joshua Lopez for District 77,https://joshualopez.vote/,≤100,4
1904711629658596,Erane Washington for 14B District Court Judge,Committee to Elect Erane C. Washington Judge,≤100,4
50760058145,Alcohol Justice,ALCOHOL JUSTICE,≤100,1
107399554444402,Tom Talks,Tom Talks,≤100,1
114797220302733,Bruce Fairbanks for District 5 Alexandria City Council,Bruce Fairbanks Campaign,≤100,5
1817602658542231,"Josh Sankes, CDFA, AWMA, WMS of Raymond James",Joshua Gary Sankes,≤100,1
445118599608703,Jane4Oceanside,Jane Marshall for Council 2020,≤100,1
108368081021980,Erica Boswell for Washington Township,Friends of Erica Boswell,≤100,2
105011510862677,Dyllon Fite for State Senate District 3 2020,Dyllon Wyeth Fite,≤100,1
1132528786808290,BLACK PAPER StreetWear,Black Paper StreetWear,≤100,1
127637620616803,Comcast Newsmakers,Comcast,≤100,1
108433238844,Cweb,CWEB Inc.,≤100,3
102934048169826,Tim Grigsby,Tim Grigsby for Ormond Beach Commission Zone 1,≤100,3
314152901935216,National Popular Vote,NATIONAL POPULAR VOTE,≤100,1
115522063608706,Democratic Party of Wisconsin Environmental Caucus -Unofficial,Democratic Party of Wisconsin,≤100,1
106132604246000,Bill Schack for City Commissioner,Bill Schack for City Commissioner,≤100,1
119852034871640,Diverse Eugene,Diverse Eugene,≤100,2
1970500023161948,New Friends PAC,New Friends PAC,≤100,1
185177981584491,Brooklyn Law School,Brooklyn Law School,≤100,2
652780904889969,Amy 4 Avon 2020,Amy Cramer Phillips,≤100,4
104082601126105,Jaimie Powell Horowitz for 45th District Court,Friends of Jaimie Powell Horowitz,≤100,3
105414837933867,SAWS Act PAC,SAWS Act PAC,≤100,1
103783008100521,Misty Ronau for NAFC School Board,Misty Ronau for School Board,≤100,1
103347527861405,Fred Von Canon for NC House,Committee to Elect Fred Von Canon,≤100,2
576750089659955,Elect Dr. Gabriel Warren For ISD 31 School Board,Gabriel Emmanuel Warren,≤100,1
106288160840671,Juanita for 58th District Court Judge,JUANITA BOCANEGRA FOR DISTRICT JUDGE COMMITTEE,≤100,2
288817061150215,"Republican Party of Jackson County, Wisconsin (RPJC)",William J Laurent,≤100,2
166320873433123,Factory Direct Promos,"SUPERIOR BUSINESS FORMS, INC.",≤100,7
108418704144112,Brandi Baily for Sedgwick County Treasurer,Brandi Baily for County Treasurer,≤100,2
285303918285428,"Greg Puckett - Commissioner - Mercer County, West Virginia",Gregory Allen Puckett,≤100,2
102651151355787,Jason Chappell for County Commissioner,Jason Robert Chappell,≤100,1
126477920770490,"Gerald A. Griggs - Advocate, Attorney, Activist",Gerald A. Griggs LLC,≤100,1
612446379413301,Amy Austin for WLCSC School Board - 2020,Amy Elizabeth Austin,≤100,1
766893656986669,Saratoga County Libertarian Committee,Saratoga County Libertarian Committee,≤100,1
112311427136309,Raymond Kinney,Elect Raymond Kinney,≤100,5
104115811375397,St. Bernard For Eric Bopp,St. Bernard For Eric Bopp,≤100,1
109808314031551,𝗧𝗼𝗻𝘆 𝗛𝗮𝗹𝗰𝗶𝗻 𝗠𝗦,HalcinforMississippi,≤100,1
185038902076605,Woman for President 2020,Vicky Evanthia Papson,≤100,2
276315639572049,Ann Brady 4 Commissioner,Committee to Elect Ann Brady,≤100,1
103796954758858,"Jacob Powell for Baytown City Council, District 5","Jacob Powell for Baytown City Council, District 5",≤100,5
101979393224262,Citizens for Bob Berlin,Citizens for Bob Berlin,≤100,1
111706620576072,Mike Stajduhar for Commissioner,Cass County Republican Central Committee,≤100,3
1743135939126510,"Joe Zullo, State Representative - East Haven, 99th District",Re-Elect Zullo 2020,≤100,1
104568991279919,Woody Baird for Mayor,Committee to Elect Curtis Baird for Mayor,≤100,1
100921705082505,Papile for NA Bd of Ed,Josie Papile,≤100,2
159608588411,Corinne Pierog,Committee to Elect Corinne Pierog,≤100,1
105937534524309,Vote4French,Steve French,≤100,2
355799336705,Outreach International,Outreach International,≤100,5
120894889313043,Meg Hansen,Meg Hansen for Vermonters,≤100,4
101413481575398,Roger Kinsinger for PV Town Council,Roger Kinsinger for Prescott Valley Town Council,≤100,1
106820947816441,"Andrew Zinn for Alderman - Thompson's Station, TN",Andrew Zinn for Alderman,≤100,1
107992351005426,John Greer for NH,John Greer for NH,≤100,4
100368881681671,Edgar A. Pando,Edgar Pando for Kansas Senate,≤100,3
262610761306,Counterpoint Press,Counterpoint Press,≤100,8
110866954070180,Brandon T. Wilson for Russell Springs City Council,Brandon Todd Wilson,≤100,1
108241847609046,"Diaz, Carroll & Lira for Sussex Borough Council",Diaz Carroll & Lira for Sussex Borough Council,≤100,2
154985541346438,Delegate Brooke Lierman,Brooke Lierman for Delegate,≤100,1
1447446918654185,David Wilson Brown for Congress,COMMITTEE TO ELECT DAVID WILSON BROWN,≤100,1
1416549805261655,Kyle Thorson,Friends of Kyle Thorson,≤100,4
1677750332486027,MALE Behavioral Health,Male Behavioral Health,≤100,1
326577466997,Elect Ryan Dotson State Representative 73rd District,David Ryan Dotson,≤100,3
38393316826,Boulder Public Library,Boulder Public Library,≤100,2
100706621747718,Jon Thorp for Yucaipa City Council 2020,Jon Thorp for Yucaipa City Council 2020,≤100,1
189036631118228,COMMONworks,COMMON,≤100,3
112524810484749,Wale Elegbede for Olmsted County Commissioner - District 7,Wale for Olmsted County Commissioner - District 7,≤100,5
148553178567450,Geoffrey Stein,Geoffrey E Stein,≤100,1
2224298287888187,Not Spicy Enough,Charlotte Claire Lucerotrask,≤100,2
107224394385585,Raul Mari Pesquera,José A. Acevedo Rodríguez,≤100,5
107768680787048,Campaign to "Elect & Keep" Jennifer Milele as MJ D4 City Commissioner,Jennifer Lynne Milele,≤100,1
105980467609837,David Thomas for Midlothian ISD School Board Place 6,David Andrew Thomas,≤100,4
103616888137823,Dana Trowbridge for Butler County Supervisor,Dana E Trowbridge,≤100,3
109613077523960,Ashwin George for STISD Board of Directors Hidalgo County Pct. 3,Ashwin Vasanthraj George,≤100,1
107138134194460,Go Bend 2020,We Win LLC,≤100,2
410315419825496,Friends of Tammy Wendt,Friends of Tammy Wendt,≤100,4
2294830990636604,Streets For All,Streets For All,≤100,1
115419766900573,Aidan Ankarberg,Aidan Ankarberg,≤100,1
444723995576637,Senator Brian Langley,Brian Langley for Senate,≤100,1
1224023670959949,Natomas Teachers Association,Natomas Teachers Association,≤100,1
227385194302630,"Erik Ortega, Imperial Irrigation District, Board of Directors, Division 4",Erik Jose Ortega,≤100,2
111489067224942,Christy Gordon for Elizabethtown City Council,Christy Michelle Gordon,≤100,2
112073927280737,Lisa Schmitz for MSD Wayne Township School Board,Lisa G Schmitz,≤100,1
101853374572717,Retirement U,Robert Jared Wilkins,≤100,1
365042487377415,O.C. Supervisor Doug Chaffee,"Supervisor Doug Chaffee, Fourth District, Orange County Board of Supervisors",≤100,1
101792788297250,Candidate for Wisconsin State Assembly District 91 - Charlie Walker,"Charlie91 Campaign Committee, Dr. B. Christman, Treasurer",≤100,2
1697591026975268,Iowa Coalition for Retirement Security,Bridget Ann Early,≤100,5
344808252571016,Joel Franqui Atiles,Amigos Joel Franqui Atiles,≤100,2
108116254041821,Rick Hodge for PA House,RICK HODGE FOR PA,≤100,2
194697144477458,Mountain Mamas,Mountain Mamas PAC,≤100,3
102877571215418,Tracy Grundy for Missouri,TracyGrundy4Missouri,≤100,2
109573937147294,Commonwealth Commonhealth,Real Voices Media,≤100,8
245133395639933,Orangeburg County Citizens for Life,SOUTH CAROLINA CITIZENS FOR LIFE INC,≤100,1
100161931623703,Louise Snodgrass for South Dakota House - District 7,Neighbors for Louise,≤100,1
109198424205191,Norman Browning-Constable,Norman Browning for Constable,≤100,1
338589716262515,Dylan O'Byrne for Wood-Ridge Board of Education,OByrne for Board of Education,≤100,5
113455487020348,"Broome County Legislator Matt Pasquale, District 7",Friends of Matt Pasquale,≤100,1
108706874003037,Yolanda Peña Mendrek for School Board,Yolanda Del Carmen Mendrek,≤100,3
100465055114069,Renee4Saratoga,Renee For Saratoga City Council 2020,≤100,3
355112203771,Utility Workers Union of America,UTILITY WORKERS UNION OF AMERICA,≤100,2
175934722454712,International Institute of Minnesota,INTERNATIONAL INSTITUTE OF MINNESOTA,≤100,1
105694881231941,Reflect,Reflect,≤100,4
108020636846,Policy Matters Ohio,POLICY MATTERS OHIO,≤100,1
112017010596699,Elect Orlando Osornio,Orlando Fidel Osornio,≤100,2
103845553042460,League of Women Voters of Rochester Metropolitan Area,LEAGUE OF WOMEN VOTERS,≤100,2
1661332784149884,"Willie Ng, MPA",Willie Ng,≤100,1
102034584959031,Ohio solo parents,Real Voices Media,≤100,4
101393261479737,"Lorraine Fende, Lake County Treasurer",Friends of Fende,≤100,1
106454257465677,MASS Action,MASS ACTION,≤100,1
101977354876926,Christopher Bowen for the 105th District,Lower Naugatuck Valley Prosperity Committee,≤100,1
100140741454415,Chris Bish for Congress,BISH FOR CONGRESS 2020,≤100,2
1661805844136994,Rocky Case City Council Ward III,Rocky Shane Case,≤100,3
101923524966099,Tim Nelson for RTD District A,Committee to Elect Tim Nelson,≤100,1
100358566726749,URI College of Arts and Sciences,URI College of Arts and Sciences,≤100,1
221162561923056,AbogadaQuiroga,"Quiroga Law Office, PLLC",≤100,10
107277781003486,Bobbie Osterberg 2020,Roberta Kay Osterberg,≤100,1
109268907127168,Amelia for Oregon,Amelia Salvador,≤100,1
1382368762059216,Former Troopers Association of NJ,These ads ran without a disclaimer,≤100,1
102131881343105,North Texas News,Metric Media LLC,≤100,2
113677190429780,Linda Fabre for WTC MUD 1 Director,Campaign for Linda Fabre,≤100,6
1960668037492790,"Amanda Morrell, Governing SVUSD School Board Member",Amanda Morrell for School Board 2020,≤100,2
106544867656084,Bill4AZ,"BILL FOR AZ, LLC",≤100,3
104949644559728,Terry Scott for Benicia City Council,Committee to Elect Terry Scott For Benicia City Council 2020 FPPC # 1427203,≤100,5
1570118656645702,Nicholas Begich,Nicholas Joseph Begich,≤100,1
109979024135144,Huddle - Together for Lex-Rich 5 School Board,Huddle For D5,≤100,1
101542234564883,Seth Wiggins for State Representative—District 90,Seth Daniel Wiggins,≤100,1
498690486979061,Joe Green Vista City Council,Joe Green for Vista City Council District 2 2020,≤100,1
113596583756394,Jeremy Smith - Candidate for Oakdale City Council: District 4,Jeremy Louis Smith,≤100,1
102300648218150,Vote Best Option,Coalition of Political Reformers,≤100,2
114994916573293,CareForAllChildren,CareForAllChildren,≤100,1
106702881087372,Re-elect Sheriff Tony Thompson,Hillary Alexis Reents,≤100,3
101347274966306,Martín for Ward 2,MARTIN FOR WARD2,≤100,1
107430410895748,This is Milwaukee Project,This is Milwaukee,≤100,4
106139220996426,Steven Dragisich for Prosecuting Attorney,Steven Elliot Dragisich,≤100,1
718074888293028,Jorge Fernandez for IN House District 50,Citizens for Fernandez,≤100,1
284626114884834,Denis Márquez,Denis Marquez,≤100,2
882675561753650,Parents United for Public Schools,OUSD Parents United,≤100,2
101354251243616,William Hamilton For Lapeer School Board,Committee To Elect William Hamilton,≤100,1
145622889396498,John Rocco Calabrese For Democracy,John Rocco Calabrese,≤100,1
108656404207196,Woody Collins for Mayor,Woody Collins for Mayor,≤100,1
71114915488,Fayette Alliance,Fayette Alliance,≤100,3
130961438487544,Votekonradwert,Jon Konrad Wert,≤100,2
862363127191692,PinataDonald,THE DEMOCRATIC COALITION,≤100,7
125845052150716,Monica De La Cruz-Hernandez for U.S. Congress,MONICA DE LA CRUZ HERNANDEZ FOR US CONGRESS,≤100,1
109529207449962,Trey Sherwood,Elect Trey Sherwood,≤100,2
468698850358739,FION Productions LLC,FION PRODUCTIONS LLC,≤100,2
2384447895118582,"STAND Financial Services, Inc.",Oak & Stone Capital Advisors,≤100,3
101869144707446,Vote For Haskett,DAVID HASKETT CAMPAIGN,≤100,2
102860661680,Quetico Superior Wilderness News,Quetico Superior Foundation,≤100,2
1681120172099567,Libertarian Candidates,Libertarian Candidate,≤100,4
105492301264190,Jason Starkey Alderman for the Village of Hessmer,Jason Starkey,≤100,3
110038860336382,Marcus Bush for National City Council,Marcus Bush for National City Council 2020 FPPC ID No: 1420027,≤100,1
106453306126796,Gladstone Institutes,J.DAVID GLADSTONE INSTITUTES,≤100,2
269595327095579,Spotlight PA,Spotlight PA,≤100,1
100476978195692,Meredith Abel for Temple Terrace Council,Meredith Abel Campaign,≤100,2
103093954752195,Down the Middle: A Political Podcast,Down the Middle: A Political Podcast,≤100,1
722075144645867,Tom Weber,Citizens To Elect Tom Weber,≤100,4
161714690523234,City of Providence,City of Providence,≤100,1
553737021364990,The Nation's Christ-based Leader/Healing & Wholeness,Amazing Things The Church (Legacy A3CEES),≤100,4
1973349156035030,New Jersey Children's Foundation,NJ Childrens Foundation,≤100,7
100201634866577,Katrina Smith for Maine House,Katrina Smith for Maine House,≤100,2
57004315683,Trees That Feed Foundation,Mary Lorraine Mc Laughlin,≤100,1
111044720721431,Margaret Spence for Island City Mayor,Robert James Minarich,≤100,1
102779504741792,Erik Almquist for Michigan House 80th,Erik Almquist for Michigan house 80th,≤100,3
106669447698746,Tom4Texas,Tom Virippan for HD 27,≤100,1
1633394976741634,Elect Bruce Houdesheldt - Roseville City Council District 3,Citizens to Elect Bruce Houdesheldt Roseville City Council 2020,≤100,4
32014414178,King County Sexual Assault Resource Center,KING COUNTY SEXUAL ASSAULT RESOURCE CENTER,≤100,3
108424350512152,Vern Tepe for Kane County Board,Vern Tepe for Kane County,≤100,1
729927510371645,The Libra Group,"Libra Capital US, Inc",≤100,3
82246133907,Spartanburg County Public Libraries,Spartanburg County Public Libraries,≤100,4
1142018602522301,Durham For All,Carolina Federation,≤100,2
2229200244058376,Homegrown Apparel,Michael John Balale,≤100,1
110177617177009,Karlee Provenza for House District 45,People for Provenza,≤100,2
341722515971034,"Tameika Carter for Judge, 400th District Court - Fort Bend",TAMEIKA JENEL BADGER-CARTER,≤100,1
1994019694186960,Eric Wilson-Edge,ERIC EVERETT WILSON-EDGE,≤100,1
121280745942570,Ember Oakley,Oakley for Wyoming Committee,≤100,1
1742273292690159,Andrew Carlson for State Representative,Andrew Carlson for State Representative,≤100,2
104240788028670,Voting In A Flat World,Voting In a Flat World,≤100,3
114266016884455,Testset,These ads ran without a disclaimer,≤100,1
101822438280728,Barbara Cook for Sheffield City Council District 2,Barbara Sanford Cook,≤100,3
1799770596740725,Dave Degner For Iowa,Degner for Iowa,≤100,1
884089511685737,American Public Square,American Public Square at Jewell,≤100,1
50714237985,The Rutherford Institute,RUTHERFORD INSTITUTE,≤100,7
149576021182,Indiana Right to Life,Indiana Right to Life,≤100,1
106684434500410,Sleepy Joe Biden,Rae Lynn Allen,≤100,1
879300788759597,Re-elect Jamie Clary for Hendersonville Mayor,Clary for Mayor,≤100,2
113410023603146,IWE Training,IWE Training,≤100,1
105588077937982,Elect Jacquie McLean,Jacquie Jo Mclean,≤100,2
482955039137711,José Pepe Ortiz Representante Precinto 3 de San Juan,Jose Pepe Ortiz 2020,≤100,1
100171178443330,VoteMarchon,Marchon Tatmon,≤100,4
590827401580672,"Shaelynn Nunn for City Council, Ward I, Position 2",Shaelynn Uven Nunn,≤100,2
250811178787373,Blue Action Democrats-SW Austin,Blue Action Democrats Southwest Austin,≤100,4
108544877198954,Joe Silkwood for Madison County Auditor,Silkwood for Auditor,≤100,1
833809067005831,Megan Olson for State House,Elect Megan Olson,≤100,1
333225333959959,Richmond for All,Richmond for All Action Fund,≤100,2
136635773018393,Kelly Keisling - State Representative,Kelly Keisling for State Representative,≤100,1
112608413802809,John P. Fahey for County Commissioner,John Fahey for Carver County,≤100,2
111780930644684,Pedro Murga for Borger Independent School Board,Pedro Murga Anaya,≤100,2
105012317853670,Gabriel J. Ingram for Kimball City Council,Gabriel J Ingram,≤100,2
107335924321220,Lloyd Terry for Register of Deeds,Loyd Walter Terry,≤100,1
122300848805,Texas AFL-CIO,Texas AFL-CIO,≤100,1
106868314285372,The Finance Kit,DYS Capital LLC,≤100,2
1847906471916017,Walker & Taylor PLLC,"Walker & Taylor, PLLC",≤100,1
115666700230760,Brian BJ Bennett For City Councilman At Large,Brian Joseph Bennett,≤100,2
749147398624403,Cliff Notes by Mike Clifford,Cliff Notes by Mike Clifford,≤100,1
126280237417420,Kootenai County Republican Central Committee,Kootenai County Republican Central Committee,≤100,6
645446772769974,Richard Boisvert for NH State Rep,Richard Boisvert for State Rep,≤100,1
86880509778,AARP North Carolina,AARP,≤100,1
111085963854589,Elect Gay Lynn HD 46,Jade James Velazquez,≤100,3
1617018698626668,Re-Elect Kim Meltzer for Clinton Township Clerk,CTE Kim Meltzer,≤100,1
241124176576764,Ron Helms for Pensacola City Council,"Ron Helms for Pensacola City Council, District 5",≤100,4
230613483982039,GRITS For Trump,Sharon Rebecca Rodgers,≤100,1
